ID;INSEE_COM;INSEE_DEP;INSEE_REG;CODE_EPCI;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2;nb_digits_code_INSEE;code_commune_n
COMMUNE_0000000009757952;30055;30;76;200066918.0;BROUZET LES ALES;637;4.0;1810.0;5;30055
COMMUNE_0000000009756903;12096;12;76;200067478.0;ESPALION;4521;12.0;1419.0;5;12096
COMMUNE_0000000009740070;10352;10;44;200069250.0;SAINTE MAURE;1620;11.0;1806.0;5;10352
COMMUNE_0000000009763150;66111;66;76;246600415.0;MONTALBA LE CHATEAU;149;;;5;66111
COMMUNE_0000000009754392;38188;38;84;200040715.0;HERBEYS;1360;7.0;3260.0;5;38188
COMMUNE_0000000009759859;40065;40;75;244000865.0;CAPBRETON;8753;325.0;4740.0;5;40065
COMMUNE_0000000009758192;82002;82;76;200066884.0;ALBIAS;3226;31.0;1620.0;5;82002
COMMUNE_0000000009730920;8151;8;44;240800862.0;ECORDAL;325;;;5;08151
COMMUNE_0000000009744505;21400;21;27;200070910.0;MEIX;52;;;5;21400
COMMUNE_0000000009730821;50588;50;28;200067205.0;TAMERVILLE;652;11.0;1681.0;5;50588
COMMUNE_0000000009758880;32100;32;76;243200417.0;CAZENEUVE;140;1.0;556.0;5;32100
COMMUNE_0000000009744395;90027;90;27;249000241.0;COURCELLES;127;;;5;90027
COMMUNE_0000000009751839;63165;63;84;200071215.0;GIAT;826;7.0;638.0;5;63165
COMMUNE_0000000009730350;60486;60;32;200068005.0;PAILLART;583;5.0;1708.0;5;60486
COMMUNE_0000000009734613;27446;27;28;242700276.0;ORMES;500;;;5;27446
COMMUNE_0000000009743526;21250;21;27;242101434.0;ESSAROIS;89;1.0;1073.0;5;21250
COMMUNE_0000000009747698;71431;71;27;200070530.0;SAINT JEAN DE TREZY;363;7.0;1073.0;5;71431
COMMUNE_0000000009736798;67532;67;44;200034635.0;WILLGOTTHEIM;1088;;;5;67532
COMMUNE_0000000009734801;67036;67;44;200067841.0;BETTWILLER;309;;;5;67036
COMMUNE_0000000009736197;61281;61;28;200071520.0;MONCY;249;1.0;763.0;5;61281
COMMUNE_0000000009759650;30258;30;76;243000643.0;SAINT GILLES;13615;200.0;1633.0;5;30258
COMMUNE_0000000009743812;70348;70;27;247000664.0;MOFFANS ET VACHERESSE;627;7.0;1541.0;5;70348
COMMUNE_0000000009736804;67244;67;44;200068112.0;KLEINGOEFT;156;;;5;67244
COMMUNE_0000002200276639;79329;79;75;247900798.0;THOUARS;14055;173.0;982.0;5;79329
COMMUNE_0000000009730087;76147;76;28;200070068.0;BULLY;911;13.0;1543.0;5;76147
COMMUNE_0000000009735366;54279;54;44;200041515.0;JEZAINVILLE;949;7.0;1759.0;5;54279
COMMUNE_0000000009728007;62825;62;32;200044048.0;TORTEQUESNE;809;10.0;1718.0;5;62825
COMMUNE_0000000009748305;71219;71;27;247103765.0;GIGNY SUR SAONE;537;5.0;1579.0;5;71219
COMMUNE_0000000009727781;62108;62;32;200069029.0;BERCK;14368;407.0;2327.0;5;62108
COMMUNE_0000000009750965;1347;1;84;200042497.0;SAINT DIDIER DE FORMANS;1944;5.0;2924.0;5;01347
COMMUNE_0000000009747126;79132;79;75;200040244.0;GENNETON;327;2.0;1095.0;5;79132
COMMUNE_0000000009732221;14286;14;28;200066827.0;FOURNEVILLE;499;10.0;1970.0;5;14286
COMMUNE_0000000009751932;17351;17;75;241700699.0;SAINT JUST LUZAC;1981;19.0;1848.0;5;17351
COMMUNE_0000000009730281;2304;2;32;200071785.0;FERE;2869;18.0;755.0;5;02304
COMMUNE_0000000009736416;51635;51;44;200067379.0;VILLERS LE SEC;121;2.0;1539.0;5;51635
COMMUNE_0000000009760356;34095;34;76;243400017.0;FABREGUES;6914;22.0;2726.0;5;34095
COMMUNE_0000000009727880;62763;62;32;200069672.0;SAINT MICHEL SUR TERNOISE;884;7.0;1476.0;5;62763
COMMUNE_0000000009728000;59620;59;32;200044618.0;VILLERS AU TERTRE;619;14.0;1416.0;5;59620
COMMUNE_0000000009750528;3080;3;84;200071363.0;COGNAT LYONNE;702;4.0;1136.0;5;03080
COMMUNE_0000000009734380;55453;55;44;200066165.0;SAINT ANDRE EN BARROIS;67;;;5;55453
COMMUNE_0000000009762064;64017;64;75;200067106.0;ALOS SIBAS ABENSE;315;1.0;740.0;5;64017
COMMUNE_0000000009743553;89303;89;27;200067080.0;POILLY SUR SEREIN;283;3.0;1393.0;5;89303
COMMUNE_0000000009759358;40147;40;75;200069631.0;LAUREDE;395;1.0;874.0;5;40147
COMMUNE_0000000009741548;52399;52;44;245200597.0;PONT LA VILLE;132;;;5;52399
COMMUNE_0000000009737914;77352;77;11;200070779.0;OZOUER LE VOULGIS;1895;25.0;2512.0;5;77352
COMMUNE_0000000009754232;7347;7;84;200072015.0;VOCANCE;607;4.0;1240.0;5;07347
COMMUNE_0000000009745436;58086;58;27;200067916.0;COSNE COURS SUR LOIRE;10102;135.0;1142.0;5;58086
COMMUNE_0000000009728958;2451;2;32;240200493.0;MAGNY LA FOSSE;125;1.0;1050.0;5;02451
COMMUNE_0000000009740577;28196;28;24;200058360.0;ILLIERS COMBRAY;3325;50.0;1556.0;5;28196
COMMUNE_0000000009737804;54120;54;44;200070563.0;CHARMES LA COTE;339;;;5;54120
COMMUNE_0000000009756011;46139;46;76;200067361.0;LABATHUDE;213;;;5;46139
COMMUNE_0000000009737345;54352;54;44;245400171.0;MARON;839;5.0;1468.0;5;54352
COMMUNE_0000000009751220;69005;69;84;200040574.0;AMBERIEUX;571;6.0;2999.0;5;69005
COMMUNE_0000000009734947;51249;51;44;200066850.0;FESTIGNY;404;;;5;51249
COMMUNE_0000000009742609;41048;41;24;200040772.0;CHAUVIGNY DU PERCHE;222;4.0;947.0;5;41048
COMMUNE_0000000009758821;81087;81;76;200066124.0;FAYSSAC;345;3.0;1746.0;5;81087
COMMUNE_0000000009736860;54262;54;44;245400759.0;HOEVILLE;199;;;5;54262
COMMUNE_0000000009729433;80181;80;32;200070969.0;CAYEUX EN SANTERRE;120;1.0;1028.0;5;80181
COMMUNE_0000000009736706;50130;50;28;200043354.0;CHERENCE LE HERON;398;10.0;1166.0;5;50130
COMMUNE_0000000009739948;88315;88;44;200071066.0;MORTAGNE;167;5.0;1080.0;5;88315
COMMUNE_0000000009740709;29020;29;53;200068120.0;BRIEC;5627;31.0;1234.0;5;29020
COMMUNE_0000000009755407;33451;33;75;243301397.0;SAINT MICHEL DE FRONSAC;516;4.0;1772.0;5;33451
COMMUNE_0000000009727622;62828;62;32;200044030.0;TRAMECOURT;60;3.0;998.0;5;62828
COMMUNE_0000000009743012;35328;35;53;243500741.0;SIXT SUR AFF;2113;29.0;1077.0;5;35328
COMMUNE_0000000009748717;71036;71;27;247103765.0;BISSY SOUS UXELLES;69;3.0;1354.0;5;71036
COMMUNE_0000000009742734;68180;68;44;200036465.0;LEIMBACH;877;;;5;68180
COMMUNE_0000000009757948;30343;30;76;200034692.0;VERFEUIL;608;9.0;2322.0;5;30343
COMMUNE_0000000009761685;11279;11;76;200035715.0;PENNAUTIER;2515;22.0;1446.0;5;11279
COMMUNE_0000000009745311;70224;70;27;247000706.0;ETUZ;661;6.0;1606.0;5;70224
COMMUNE_0000000009755118;19171;19;75;200066751.0;REYGADE;192;1.0;3012.0;5;19171
COMMUNE_0000000009731452;76591;76;28;200023414.0;SAINT JACQUES SUR DARNETAL;2710;20.0;1976.0;5;76591
COMMUNE_0000000009757594;84094;84;93;248400335.0;PUYMERAS;605;1.0;1000.0;5;84094
COMMUNE_0000000009759019;12155;12;76;241200906.0;FONDAMENTE;324;;;5;12155
COMMUNE_0000000009749207;36174;36;24;200035137.0;ROUSSINES;360;1.0;617.0;5;36174
COMMUNE_0000000009729046;80825;80;32;200070993.0;WIRY AU MONT;121;;;5;80825
COMMUNE_0000000009737159;61093;61;28;200071520.0;CHANU;1259;5.0;810.0;5;61093
COMMUNE_0000000009734574;27540;27;28;200072312.0;SAINTE GENEVIEVE LES GASNY;665;3.0;1980.0;5;27540
COMMUNE_0000000009739835;35157;35;53;200072452.0;LOROUX;655;7.0;1052.0;5;35157
COMMUNE_0000000009733764;57355;57;44;200070746.0;KALHAUSEN;853;;;5;57355
COMMUNE_0000000009746006;18262;18;24;200069227.0;THAUVENAY;335;5.0;1061.0;5;18262
COMMUNE_0000000009755606;24048;24;75;200034197.0;BONNEVILLE ET SAINT AVIT DE FUMADIERES;320;3.0;1711.0;5;24048
COMMUNE_0000000009763520;2A089;2A;94;200038958.0;CIAMANNACCE;133;;;5;2A089
COMMUNE_0000000009734183;14664;14;28;200066801.0;SALLEN;297;;;5;14664
COMMUNE_0000000009743063;68060;68;44;246800676.0;BURNHAUPT LE HAUT;1828;;;5;68060
COMMUNE_0000000009754973;24462;24;75;200069094.0;SAINT MEDARD DE MUSSIDAN;1715;16.0;1129.0;5;24462
COMMUNE_0000000009749006;86088;86;75;200069854.0;CROUTELLE;812;7.0;1669.0;5;86088
COMMUNE_0000000009733752;57489;57;44;200069441.0;MOUTERHOUSE;309;;;5;57489
COMMUNE_0000000009759391;83147;83;93;200040210.0;VERIGNON;10;;;5;83147
COMMUNE_0000000009744647;44180;44;52;244400552.0;VALLONS DE L ERDRE;6589;37.0;1618.0;5;44180
COMMUNE_0000000009737715;29155;29;53;;OUESSANT;842;9.0;2049.0;5;29155
COMMUNE_0000000009761048;64089;64;75;200067296.0;BALEIX;143;;;5;64089
COMMUNE_0000000009738949;61324;61;28;200068443.0;PASSAIS VILLAGES;1207;6.0;957.0;5;61324
COMMUNE_0000000009735098;27659;27;28;200071454.0;TRINITE;116;;;5;27659
COMMUNE_0000000009743434;90093;90;27;200069052.0;SERMAMAGNY;832;7.0;1210.0;5;90093
COMMUNE_0000000009756310;47020;47;75;244700449.0;BALEYSSAGUES;174;1.0;1513.0;5;47020
COMMUNE_0000000009753908;16048;16;75;200029734.0;BOISBRETEAU;140;;;5;16048
COMMUNE_0000000009761492;31529;31;76;200072643.0;SAMOUILLAN;131;;;5;31529
COMMUNE_0000000009745545;25049;25;27;200023075.0;BELFAYS;140;;;5;25049
COMMUNE_0000000009761327;65439;65;76;200072106.0;TARASTEIX;263;1.0;1423.0;5;65439
COMMUNE_0000000009744146;70474;70;27;247000714.0;SAINT SULPICE;133;1.0;436.0;5;70474
COMMUNE_0000000009728368;62216;62;32;200069482.0;CAUCHIE;206;8.0;1376.0;5;62216
COMMUNE_0000000009758714;4068;4;93;200071025.0;DAUPHIN;824;11.0;2638.0;5;04068
COMMUNE_0000000009759264;81202;81;76;200066124.0;PARISOT;959;6.0;2010.0;5;81202
COMMUNE_0000000009755029;38396;38;84;200040657.0;SAINT HONORE;810;9.0;1190.0;5;38396
COMMUNE_0000000009730143;76187;76;28;200069821.0;CONTREMOULINS;160;;;5;76187
COMMUNE_0000000009762804;11112;11;76;200071926.0;CUBIERES SUR CINOBLE;102;;;5;11112
COMMUNE_0000000009731234;54537;54;44;245400262.0;UGNY;728;3.0;1785.0;5;54537
COMMUNE_0000000009756643;7193;7;84;240700617.0;ROCHER;273;4.0;2287.0;5;07193
COMMUNE_0000000009729292;76349;76;28;247600786.0;HAUTOT SUR MER;1929;17.0;1900.0;5;76349
COMMUNE_0000000009756041;24406;24;75;200041051.0;SAINTE FOY DE BELVES;138;;;5;24406
COMMUNE_0000000009760365;34047;34;76;243400694.0;CAMPAGNAN;658;12.0;1538.0;5;34047
COMMUNE_0000000009762791;2B134;2B;94;200073104.0;ILE ROUSSE;3103;;;5;2B134
COMMUNE_0000000009731509;50055;50;28;200067205.0;BINIVILLE;115;2.0;1381.0;5;50055
COMMUNE_0000000009751624;16068;16;75;200072023.0;CELLEFROUIN;575;5.0;1234.0;5;16068
COMMUNE_0000000009744785;21500;21;27;242101459.0;POUILLENAY;573;2.0;1606.0;5;21500
COMMUNE_0000000009727074;62059;62;32;200072478.0;AUTINGUES;287;4.0;1655.0;5;62059
COMMUNE_0000000009734354;54593;54;44;200070738.0;WAVILLE;430;7.0;1370.0;5;54593
COMMUNE_0000000009757016;4220;4;93;200072304.0;THUILES;395;11.0;1892.0;5;04220
COMMUNE_0000000009758686;6109;6;93;200030195.0;ROQUETTE SUR VAR;923;6.0;2565.0;5;06109
COMMUNE_0000000009757680;46202;46;76;244600532.0;MONTDOUMERC;531;2.0;1817.0;5;46202
COMMUNE_0000000009742292;72046;72;52;200072684.0;BREIL SUR MERIZE;1541;21.0;1276.0;5;72046
COMMUNE_0000000009743300;72100;72;52;247200348.0;COURCELLES LA FORET;410;4.0;938.0;5;72100
COMMUNE_0000000009735023;95369;95;11;200056380.0;MARGENCY;2916;50.0;3566.0;5;95369
COMMUNE_0000000009746967;39387;39;27;200010650.0;NEVY LES DOLE;274;2.0;1051.0;5;39387
COMMUNE_0000000009760982;31333;31;76;200072643.0;MAUVEZIN;90;1.0;1847.0;5;31333
COMMUNE_0000000009757085;48054;48;76;200069128.0;CUBIERETTES;53;;;5;48054
COMMUNE_0000000009746125;25161;25;27;242504181.0;CONSOLATION MAISONNETTES;34;;;5;25161
COMMUNE_0000000009750374;79158;79;75;200069755.0;LUCHE SUR BRIOUX;139;1.0;966.0;5;79158
COMMUNE_0000000009727641;62787;62;32;200044030.0;SEMPY;329;2.0;1161.0;5;62787
COMMUNE_0000000009731670;2008;2;32;240200501.0;AIZY JOUY;289;4.0;1196.0;5;02008
COMMUNE_0000000009732380;55182;55;44;200066173.0;ETON;208;2.0;1230.0;5;55182
COMMUNE_0000000009731689;2610;2;32;240200477.0;POMMIERS;648;9.0;1661.0;5;02610
COMMUNE_0000000009728731;80280;80;32;200070944.0;ERCOURT;121;3.0;1611.0;5;80280
COMMUNE_0000000009733118;27380;27;28;200066413.0;MALLEVILLE SUR LE BEC;258;;;5;27380
COMMUNE_0000000009749232;79316;79;75;200041994.0;SOUDAN;434;3.0;925.0;5;79316
COMMUNE_0000000009739078;88053;88;44;200071066.0;BELVAL;154;5.0;770.0;5;88053
COMMUNE_0000000009749778;71217;71;27;200071645.0;GERMOLLES SUR GROSNE;127;;;5;71217
COMMUNE_0000000009739750;28129;28;24;200033181.0;DENONVILLE;759;14.0;1753.0;5;28129
COMMUNE_0000000009748055;39545;39;27;200069623.0;VAUDIOUX;176;;;5;39545
COMMUNE_0000000009761385;64271;64;75;200067106.0;IHOLDY;555;;;5;64271
COMMUNE_0000000009733819;57480;57;44;200039865.0;MONTIGNY LES METZ;21713;;;5;57480
COMMUNE_0000002200276583;54557;54;44;200070563.0;BOIS DE HAYE;2225;15.0;1979.0;5;54557
COMMUNE_0000000009761113;64294;64;75;200067106.0;LABETS BISCAY;158;;;5;64294
COMMUNE_0000000009763017;2B190;2B;94;200073104.0;OLMI CAPPELLA;177;;;5;2B190
COMMUNE_0000000009733628;14639;14;28;200069532.0;SAINT OUEN LE PIN;260;3.0;2411.0;5;14639
COMMUNE_0000000009756284;24231;24;75;200034833.0;LAVALADE;84;3.0;1490.0;5;24231
COMMUNE_0000000009736261;22113;22;53;200065928.0;LANNION;19831;282.0;1543.0;5;22113
COMMUNE_0000000009757043;5126;5;93;200068765.0;ROSANS;480;5.0;874.0;5;05126
COMMUNE_0000000009733188;14246;14;28;200065563.0;ESCOVILLE;801;;;5;14246
COMMUNE_0000000009760605;13110;13;93;200054807.0;TRETS;10919;68.0;3231.0;5;13110
COMMUNE_0000000009747824;85172;85;52;248500258.0;PERRIER;1989;31.0;1747.0;5;85172
COMMUNE_0000000009732243;14318;14;28;200069516.0;GRAYE SUR MER;656;1.0;3091.0;5;14318
COMMUNE_0000000009739513;67090;67;44;200067924.0;DIEBOLSHEIM;704;;;5;67090
COMMUNE_0000000009731522;57640;57;44;200067486.0;SCHWERDORFF;472;;;5;57640
COMMUNE_0000000009762632;65032;65;76;200070811.0;ARRENS MARSOUS;721;6.0;1787.0;5;65032
COMMUNE_0000000009760232;32061;32;76;200042372.0;BOULAUR;172;1.0;1088.0;5;32061
COMMUNE_0000000009754231;7188;7;84;200072015.0;QUINTENAS;1579;16.0;1615.0;5;07188
COMMUNE_0000000009757416;26306;26;84;200068229.0;SAINTE JALLE;304;1.0;1813.0;5;26306
COMMUNE_0000000009729183;80288;80;32;200070928.0;ESTREES DENIECOURT;325;3.0;1542.0;5;80288
COMMUNE_0000000009739448;35056;35;53;243500733.0;CHAPELLE AUX FILTZMEENS;822;7.0;1232.0;5;35056
COMMUNE_0000000009751905;16349;16;75;200070514.0;SAINTE SEVERE;531;6.0;909.0;5;16349
COMMUNE_0000000009754319;24401;24;75;200041150.0;SAINTE EULALIE D ANS;287;2.0;714.0;5;24401
COMMUNE_0000000009740793;88271;88;44;200068773.0;LIGNEVILLE;316;3.0;1208.0;5;88271
COMMUNE_0000000009750956;1362;1;84;200042497.0;SAINT JEAN DE THURIGNEUX;773;2.0;1612.0;5;01362
COMMUNE_0000000009736179;14180;14;28;241400514.0;CORDEY;153;;;5;14180
COMMUNE_0000000009738370;91553;91;11;200059228.0;SAINT GERMAIN LES CORBEIL;7477;123.0;3105.0;5;91553
COMMUNE_0000000009741104;68038;68;44;246800726.0;BISCHWIHR;1000;;;5;68038
COMMUNE_0000000009758629;82163;82;76;248200065.0;SAINT JEAN DU BOUZET;53;;;5;82163
COMMUNE_0000000009739370;61329;61;28;200036069.0;PIN LA GARENNE;660;3.0;1281.0;5;61329
COMMUNE_0000000009732693;14665;14;28;200065563.0;SALLENELLES;299;;;5;14665
COMMUNE_0000000009741845;52295;52;44;200068658.0;LOUVIERES;99;1.0;352.0;5;52295
COMMUNE_0000000009738816;77067;77;11;200059228.0;CESSON;10238;147.0;2876.0;5;77067
COMMUNE_0000000009734505;95493;95;11;200073013.0;PLESSIS LUZARCHES;141;1.0;3646.0;5;95493
COMMUNE_0000000009748462;39445;39;27;200071116.0;PUBLY;285;;;5;39445
COMMUNE_0000000009739717;77079;77;11;247700032.0;CHAMPAGNE SUR SEINE;6174;64.0;2270.0;5;77079
COMMUNE_0000000009754213;26259;26;84;200040491.0;RATIERES;270;2.0;1691.0;5;26259
COMMUNE_0000000009741632;45045;45;24;200066280.0;BOUILLY EN GATINAIS;323;4.0;1389.0;5;45045
COMMUNE_0000000009747730;18007;18;24;200011781.0;APREMONT SUR ALLIER;71;;;5;18007
COMMUNE_0000000009752748;73001;73;84;247300668.0;AIGUEBELETTE LE LAC;239;2.0;2064.0;5;73001
COMMUNE_0000000009758863;32158;32;76;200034726.0;ISLE BOUZON;244;2.0;971.0;5;32158
COMMUNE_0000000009749959;1063;1;84;200042935.0;BRION;515;3.0;2539.0;5;01063
COMMUNE_0000000009738603;67164;67;44;200034270.0;GOXWILLER;848;;;5;67164
COMMUNE_0000000009752864;63109;63;84;200070407.0;CHIDRAC;509;7.0;2299.0;5;63109
COMMUNE_0000000009728537;62814;62;32;200069482.0;THIEVRES;133;1.0;939.0;5;62814
COMMUNE_0000000009744688;25191;25;27;200065647.0;DAMPIERRE SUR LE DOUBS;460;2.0;1315.0;5;25191
COMMUNE_0000000009744978;25032;25;27;242504447.0;AUTECHAUX;416;1.0;1522.0;5;25032
COMMUNE_0000000009753554;42001;42;84;244200770.0;ABOEN;435;7.0;1281.0;5;42001
COMMUNE_0000000009728110;80649;80;32;200070936.0;QUEND;1387;92.0;2448.0;5;80649
COMMUNE_0000000009742675;35082;35;53;243500634.0;COESMES;1483;19.0;1087.0;5;35082
COMMUNE_0000000009756061;24536;24;75;200040889.0;SINGLEYRAC;279;1.0;1292.0;5;24536
COMMUNE_0000000009752509;38053;38;84;243800604.0;BOURGOIN JALLIEU;27651;53.0;2129.0;5;38053
COMMUNE_0000000009735857;54276;54;44;200070589.0;JEANDELAINCOURT;802;4.0;1522.0;5;54276
COMMUNE_0000000009754910;15096;15;84;241500230.0;LASCELLE;299;1.0;914.0;5;15096
COMMUNE_0000000009761513;31070;31;76;200072643.0;BLAJAN;531;7.0;1242.0;5;31070
COMMUNE_0000000009757623;30216;30;76;200035129.0;ROBIAC ROCHESSADOULE;849;10.0;1238.0;5;30216
COMMUNE_0000000009741657;28418;28;24;242852465.0;VILLIERS SAINT ORIEN;166;4.0;1565.0;5;28418
COMMUNE_0000000009748382;36165;36;24;243600319.0;POULIGNY SAINT PIERRE;1086;2.0;983.0;5;36165
COMMUNE_0000000009763069;11135;11;76;200043776.0;FAJOLLE;10;1.0;500.0;5;11135
COMMUNE_0000000009749683;79336;79;75;200069755.0;VANCAIS;225;4.0;958.0;5;79336
COMMUNE_0000000009755134;46065;46;76;200066371.0;CAVAGNAC;468;4.0;1427.0;5;46065
COMMUNE_0000000009726996;62634;62;32;246200844.0;OFFEKERQUE;1160;11.0;1546.0;5;62634
COMMUNE_0000000009742741;68361;68;44;246800676.0;WEGSCHEID;325;;;5;68361
COMMUNE_0000000009742127;70006;70;27;200041721.0;AILLEVILLERS ET LYAUMONT;1579;9.0;948.0;5;70006
COMMUNE_0000000009733969;60413;60;32;246000871.0;MONTAGNY SAINTE FELICITE;420;7.0;2637.0;5;60413
COMMUNE_0000000009749437;36015;36;24;200035137.0;BEAULIEU;56;1.0;593.0;5;36015
COMMUNE_0000000009761107;64202;64;75;200067106.0;DOMEZAIN BERRAUTE;516;;;5;64202
COMMUNE_0000000009736743;22034;22;53;200065928.0;CAVAN;1530;12.0;1338.0;5;22034
COMMUNE_0000000009727990;59361;59;32;200042190.0;LOURCHES;3942;18.0;1031.0;5;59361
COMMUNE_0000000009758108;84039;84;93;248400236.0;COURTHEZON;5555;3.0;1869.0;5;84039
COMMUNE_0000000009742088;68140;68;44;200066025.0;HIRTZFELDEN;1239;;;5;68140
COMMUNE_0000000009742923;45234;45;24;244500468.0;ORLEANS;114782;2140.0;2166.0;5;45234
COMMUNE_0000000009727939;80333;80;32;200070936.0;FORT MAHON PLAGE;1219;151.0;3117.0;5;80333
COMMUNE_0000000009751291;63004;63;84;200072098.0;ANCIZES COMPS;1568;16.0;1042.0;5;63004
COMMUNE_0000000009754552;24010;24;75;200040392.0;ANNESSE ET BEAULIEU;1458;8.0;1648.0;5;24010
COMMUNE_0000000009738093;35153;35;53;243500782.0;LILLEMER;353;5.0;1417.0;5;35153
COMMUNE_0000000009743187;89481;89;27;200039642.0;VIREAUX;142;;;5;89481
COMMUNE_0000000009728157;59415;59;32;245901038.0;MONTRECOURT;228;;;5;59415
COMMUNE_0000000009756645;7058;7;84;240700617.0;CHASSIERS;1022;11.0;1875.0;5;07058
COMMUNE_0000000009732563;60327;60;32;246000707.0;JOUY SOUS THELLE;1030;15.0;1618.0;5;60327
COMMUNE_0000000009747753;36057;36;24;243600327.0;COINGS;851;1.0;781.0;5;36057
COMMUNE_0000000009762979;31064;31;76;200072635.0;BENQUE DESSOUS ET DESSUS;25;;;5;31064
COMMUNE_0000000009746099;44141;44;52;200067866.0;REMAUDIERE;1284;21.0;1827.0;5;44141
COMMUNE_0000000009758897;40280;40;75;244000808.0;SAINT PERDON;1706;36.0;1815.0;5;40280
COMMUNE_0000000009731387;60515;60;32;246000566.0;PRONLEROY;386;7.0;1987.0;5;60515
COMMUNE_0000000009761497;31063;31;76;200072643.0;BENQUE;161;2.0;917.0;5;31063
COMMUNE_0000000009732357;57597;57;44;245701271.0;ROSSELANGE;2712;;;5;57597
COMMUNE_0000000009728591;8166;8;44;240800821.0;FEPIN;265;3.0;1132.0;5;08166
COMMUNE_0000000009727422;59258;59;32;200041960.0;GENECH;2685;16.0;2643.0;5;59258
COMMUNE_0000000009761989;31289;31;76;200072643.0;LECUSSAN;260;2.0;864.0;5;31289
COMMUNE_0000000009732004;8320;8;44;200043156.0;NEUVILLE EN TOURNE FUY;575;2.0;1026.0;5;08320
COMMUNE_0000000009755725;48177;48;76;200069185.0;SAINT PIERRE LE VIEUX;315;;;5;48177
COMMUNE_0000000009752637;87092;87;75;200066520.0;MARVAL;553;11.0;1137.0;5;87092
COMMUNE_0000000009732332;57667;57;44;200067650.0;TETERCHEN;799;;;5;57667
COMMUNE_0000000009749792;71095;71;27;200070548.0;CHAPELLE SOUS DUN;441;;;5;71095
COMMUNE_0000000009728674;80065;80;32;248000747.0;BEAUCOURT SUR L ANCRE;98;1.0;804.0;5;80065
COMMUNE_0000000009758454;6136;6;93;240600551.0;SOSPEL;3815;54.0;2779.0;5;06136
COMMUNE_0000000009748184;36204;36;24;243600343.0;SAINT MICHEL EN BRENNE;324;2.0;4739.0;5;36204
COMMUNE_0000000009743048;68072;68;44;200066009.0;DIETWILLER;1451;;;5;68072
COMMUNE_0000000009754110;24046;24;75;200041150.0;BOISSEUILH;120;2.0;517.0;5;24046
COMMUNE_0000000009750494;69060;69;84;200040566.0;CLAVEISOLLES;664;5.0;975.0;5;69060
COMMUNE_0000000009746809;18282;18;24;241800374.0;VILLABON;570;6.0;1171.0;5;18282
COMMUNE_0000000009750044;3278;3;84;200071389.0;TAXAT SENAT;205;1.0;1600.0;5;03278
COMMUNE_0000000009751676;17387;17;75;241700517.0;SAINT PORCHAIRE;1856;21.0;1514.0;5;17387
COMMUNE_0000000009759966;31573;31;76;243100732.0;VERFEIL;3561;29.0;2278.0;5;31573
COMMUNE_0000000009732881;55153;55;44;245501242.0;DIEPPE SOUS DOUAUMONT;186;2.0;1346.0;5;55153
COMMUNE_0000000009760137;34088;34;76;243400017.0;COURNONTERRAL;5950;8.0;2019.0;5;34088
COMMUNE_0000000009743472;70566;70;27;200041879.0;VILLERS SUR PORT;213;1.0;1455.0;5;70566
COMMUNE_0000000009751005;42162;42;84;200035731.0;OUCHES;1164;16.0;1452.0;5;42162
COMMUNE_0000000009728769;2141;2;32;240200444.0;CAPELLE;1801;12.0;794.0;5;02141
COMMUNE_0000000009738899;61130;61;28;200036069.0;COURGEOUT;446;3.0;2162.0;5;61130
COMMUNE_0000000009743287;72248;72;52;200070373.0;PRUILLE L EGUILLE;822;12.0;987.0;5;72248
COMMUNE_0000000009741081;29065;29;53;242900710.0;GOURLIZON;897;9.0;1187.0;5;29065
COMMUNE_0000000009744488;21503;21;27;200072825.0;POUILLY SUR VINGEANNE;116;1.0;530.0;5;21503
COMMUNE_0000000009748595;86040;86;75;200070043.0;BUSSIERE;320;2.0;727.0;5;86040
COMMUNE_0000000009756444;12088;12;76;200067171.0;CURIERES;225;;;5;12088
COMMUNE_0000000009744346;44124;44;52;244400552.0;PIN;770;9.0;1113.0;5;44124
COMMUNE_0000000009727929;62275;62;32;200044030.0;DOURIEZ;337;2.0;893.0;5;62275
COMMUNE_0000000009760970;31435;31;76;200068815.0;POUCHARRAMET;867;4.0;2233.0;5;31435
COMMUNE_0000000009744792;21394;21;27;200071017.0;MASSINGY LES SEMUR;168;;;5;21394
COMMUNE_0000000009736105;28180;28;24;200040277.0;GILLES;526;11.0;2117.0;5;28180
COMMUNE_0000000009759739;31410;31;76;243100815.0;PECHBONNIEU;4420;35.0;2527.0;5;31410
COMMUNE_0000000009741783;29298;29;53;242900710.0;TREOGAT;583;5.0;1087.0;5;29298
COMMUNE_0000000009757909;4219;4;93;200068625.0;THORAME HAUTE;237;8.0;1341.0;5;04219
COMMUNE_0000000009734443;2389;2;32;200072031.0;JAULGONNE;638;15.0;1369.0;5;02389
COMMUNE_0000000009753838;19102;19;75;200066744.0;LAMAZIERE BASSE;300;2.0;1203.0;5;19102
COMMUNE_0000000009743497;52406;52;44;200070332.0;PRESSIGNY;201;;;5;52406
COMMUNE_0000000009758057;40303;40;75;200069656.0;SOLFERINO;332;3.0;2857.0;5;40303
COMMUNE_0000000009746430;25631;25;27;242500361.0;VORGES LES PINS;597;;;5;25631
COMMUNE_0000000009727974;59381;59;32;200043321.0;MARESCHES;828;12.0;1205.0;5;59381
COMMUNE_0000000009742657;53186;53;52;200048551.0;QUELAINES SAINT GAULT;2175;19.0;1309.0;5;53186
